query_label	positive_label	negatives_label
Dentistry	Finance & Insurance	['E-Book Reader Cases', 'Electrical Freeze Sprays', 'Guitar Straps', 'Emergency Food Kits', 'Fingerboards & Fingerboard Sets', 'Tempeh', 'Speakers', 'Conference Phones', 'SIM Cards', 'Denture Repair Kits']
Film & Television	Finance & Insurance	['Canopy Weights', 'Inline Skates', 'Bottle Openers', 'Surgical Lubricants', 'Necklaces', 'Kites', 'Woks', 'Handbag & Wallet Accessories', 'Vases', 'Indoor Climbing Holds']
Film & Television	Food Service	['Drill Bit Extensions', 'Jigsaw Puzzle Accessories', 'Bed Sheets', 'Billiard Cue Chalk', 'Oxygen Tanks', 'Pneumatic Hoses', 'Garage Door Keypads & Remotes', 'Semiconductors', 'Baby & Toddler Hats', 'Saw Blades']
Finance & Insurance	Food Service	['Spray String', 'Chair Sashes', 'Mattresses', 'Fishing Spears', 'Tea Makers', 'Dive Computers', 'Headlamps', 'Watercraft Engine Controls', 'Mini Skirts', 'Bathroom Suites']
Forestry & Logging	Finance & Insurance	['Coffee Makers & Espresso Machines', 'Dock Steps', 'Motor Vehicle Clutch Alignment & Removal Tools', 'Windsurfing Board Fins', 'Power Amplifiers', 'Bicycle Skinsuits', 'Off-Road and All-Terrain Vehicle Rims & Wheels', 'Auto Racing Fan Accessories', 'Spatulas', 'Bird Cages & Stands']
Food Service	Forestry & Logging	['Crib Bumpers & Liners', 'Printed Circuit Boards', 'Name Plates', 'Tool Storage & Organization', 'Windshield Repair Kits', 'Collar Stays', 'Racquetball & Squash Eyewear', 'Wind Wheels & Spinners', 'Baby Safety Harnesses & Leashes', 'Bicycle Cleat Covers']
Food Service	Hairdressing & Cosmetology	['Bicycle Brake Parts', 'Vehicle Decals', 'Beds & Bed Frames', 'Printer Consumables', 'Astringents', 'Food Graters & Zesters', 'Meat', 'Hair Extensions', 'Non-Dairy Milk', 'Musical Cowbells']
Hairdressing & Cosmetology	Forestry & Logging	['Wooden Blocks', 'Steam Tables', 'Hair Shears', 'Musical Instrument Amplifier Knobs', 'Squeegees', 'Golf Clubs', 'Free Weights', 'Golf Bag Accessories', 'Paper Handling', 'Shampoo']
Heavy Machinery	Forestry & Logging	['Bathroom Furniture Sets', 'Prescription Cat Food', 'Sewing Machine Extension Tables', 'Hair Curlers', 'Peas', 'Blank ID Cards', 'Kitchen Cabinet Organizers', 'False Nails', 'Bread & Pastry Dough', 'Breadmakers']
Heavy Machinery	Hairdressing & Cosmetology	['Motor Vehicle Video Monitor Mounts', 'Tongs', 'Pickleball Paddles', 'Cat Litter Boxes', 'Battle Top Accessories', 'Drum Stick & Brush Accessories', 'Repellents', 'Lamp Post Mounts', 'Recipe Card Boxes', 'Tool Sheaths']
Hotel & Hospitality	Hairdressing & Cosmetology	['Humidor Accessories', 'Executive Toys', 'Beer', 'Nails', 'Embossing Pens & Styluses', 'Tennis Racquet Accessories', 'Baby & Toddler Furniture Sets', 'Discus', 'Soccer', 'Shower Parts']
Hotel & Hospitality	Heavy Machinery	['General Office Supplies', 'Hatches', 'Corded Phones', 'Cheese Dips & Spreads', 'Prepared Meals & Entrées', 'Donuts', 'Eyewear Accessories', 'Postage Stamps', 'Sustain Pedals', 'Punch Bowls']
Heavy Machinery	Industrial Storage	['Pencil Boards', 'Yogurt', 'Hair Care Wraps', 'Repeaters & Transceivers', 'Sofa Accessories', 'Tablecloth Clips & Weights', 'Scrapbooking & Stamping Kits', 'Tool Knives', 'Small Animal Food', 'Mortisers']
Hotel & Hospitality	Industrial Storage	['Video Players & Recorders', 'Flute Swabs', 'Grappling Dummies', 'Arts & Crafts', 'Toy Instruments', 'Audio Components', 'Deck Shuffleboard Pucks', 'Bicycle Small Parts', 'Heating Pads', 'Headbands']
Industrial Storage Accessories	Hotel & Hospitality	['Marine Radios', 'Ventilation Fans', 'Fabric Shavers', 'Accessibility Equipment Accessories', 'Airsoft Gun Parts & Accessories', 'Spice Grinders', 'Conference Phones', 'Dental Floss', 'Unicycle Accessories', 'Jewelry Sets']
Industrial Storage	Industrial Storage Accessories	['Bakeware', 'Food Gift Baskets', 'Alcoholic Beverages', 'Hockey Shin Guards & Leg Pads', 'Socket Drivers', 'Wart Removers', 'Saddle Racks', 'Cheerleading', 'Grout Sponges', 'Bullhorns']
Janitorial Carts & Caddies	Industrial Storage	['Toy Kitchens & Play Food', 'Pet Waste Bags', 'Lawn & Garden Sprayers', 'Monofins', 'Kite Buggies', 'Mobile Phone Replacement Parts', 'Pre-paid Mobile Phones', 'Brass Instrument Accessories', 'Electrical Muscle Stimulators', 'Gymnastics Rings']
Industrial Storage Accessories	Janitorial Carts & Caddies	['Serving Pitchers & Carafes', 'Lacrosse Goals', 'Food & Beverage Carriers', 'Spotting Scopes', 'Soldering Iron Stands', 'Food Dehydrator Trays', 'Armatures, Rotors & Stators', 'Lawn Mower Mulch Kits', 'Storage & Organization', 'Hair Loss Treatments']
Industrial Storage Accessories	Law Enforcement	['Sewing Machine Feet', 'Banners', 'Watercraft Parts & Accessories', 'Changing Tables', 'Coffee Maker & Espresso Machine Accessories', 'Windsurfing Boards', 'USB Drive Duplicators', 'Contraceptive Cases', 'Circuit Board Accessories', 'Aquarium Stands']
Janitorial Carts & Caddies	Law Enforcement	['Playhouses', 'Suncatchers', 'Air Hockey', 'Media Viewing Software', 'Guitar Accessories', 'Electric Kettles', 'Pneumatic Hoses', 'Travel Trailers', 'Multitrack Recorders', 'Saxophone Care Kits']
Janitorial Carts & Caddies	Manufacturing	['Hula Hoop Accessories', 'Nail Drills', 'Thread & Yarn Guides', 'Leaf Blowers', 'Sailboats', 'Mini Skirts', 'Games', 'Sports Fan Accessories', 'Saxophone Swabs', 'Brass Instruments']
Manufacturing	Law Enforcement	['Massage Oil', 'Rebar Locators', 'Talking Drums', 'Fire Alarms', 'Avalanche Safety', 'Lamp Shades', 'Airpots', 'Eggs', 'Soldering Iron Tips', 'Table Legs']
Law Enforcement	Material Handling	['Field Hockey & Lacrosse Gloves', 'Computer Power Supplies', 'VCRs', 'Blood Glucose Meter Accessories', 'Packing Tape', 'Portable Game Console Accessories', 'Golf Bag Carts', 'Dyed Kerosene', 'Sandblasting Cabinets', 'Punch Bowls']
Manufacturing	Material Handling	['Awnings', 'Celery Roots', 'Earthquake Alarms', 'Styptic Pencils', 'Swimming Fins', 'Bassoon Swabs', 'Bowling Pins', 'Window Cranks', 'Charcoal Briquettes', 'Weapon Scopes & Sights']
Medical	Manufacturing	['Mailbox Flags', 'Shower Benches & Seats', 'Desktop Wallpaper', 'Mice & Trackballs', 'Light Meter Accessories', 'Bicycle Pumps', 'Roller Skates', 'Kickboards', 'Aquarium Fish Nets', 'Motor Vehicle Amplifiers']
Medical	Material Handling	['Ink Pads', 'Cat Treats', 'Hair Pins, Claws & Clips', 'Screen Printing Squeegees', 'Kite Buggies', 'Yu Choy', 'Clarinet Cases & Gigbags', 'Gift Cards & Certificates', 'Bottle Caps', 'Erotic Games']
Mining & Quarrying	Material Handling	['Rewinders', 'Signal Boosters', 'Hard Drive Docks', 'Bicycle Front & Rear Racks', 'Pickleballs', 'Taco Shells & Tostadas', 'Hammocks', 'Tablet Computer Screens & Screen Digitizers', 'Speaker Stands & Mounts', 'Table Tops']
Medical	Mining & Quarrying	['Dog Supplies', 'Outdoor Grill Carts', 'Glockenspiels & Xylophones', 'Action & Toy Figures', 'Outdoor Furniture', 'Passion Fruit', 'Baseball & Softball Batting Helmets', 'Recreational Vehicles', 'Hockey Sticks', 'Saxophone Pad Savers']
Medical	Piercing & Tattooing	['Door Push Plates', 'Gaming Pads', 'Skate Lace Tighteners', 'Nightstands', 'Windbreaks', 'Training Fins', 'Butterfly Houses', 'Storage Devices', 'Bathtub Accessories', 'Percussion Mallets']
Piercing & Tattooing	Mining & Quarrying	['Vegetable Mixes', 'Juggling', 'Bicycle Brake Sets', 'Pet Strollers', 'Refrigerator Accessories', 'Ski & Snowboard Tuning Tools', 'Hats', 'Wrestling Knee Pads', 'Seafood', 'Bicycle Headsets']
Retail	Mining & Quarrying	['Fish Supplies', 'Handheld Devices', 'Bicycle Cassettes & Freewheels', 'Tool Boxes', 'Projection Screens', 'Audio Mixers', 'Pool & Spa Accessories', 'Hand Tool Sets', 'Cricket Protective Gear', 'Aprons']
Retail	Piercing & Tattooing	['Dartboards', 'Spoon Rests', 'Jewelry Cleaning Solutions & Polishes', 'Food Dehydrator Trays', 'Vehicle Cleaning', 'Inline Skate Parts', 'Breadsticks', 'Rice Keepers', 'Fireplace Tools', 'Grout Sponges']
Piercing & Tattooing	Science & Laboratory	['Candle Holders', 'Lotion & Moisturizer', 'Utility Hooks', 'Tuxedos', 'Bread Crumbs', 'Vehicle Door Locks & Locking Systems', 'Swim Belts', 'Transistors', 'Lawn Mower Accessories', 'Harmonica Accessories']
Retail	Science & Laboratory	['Construction Calculators', 'MSG', 'Composters', 'Drill & Screwdriver Bits', 'Toothbrush Covers', 'Projector Mounts', 'Rubber Bands', 'Wire & Cable Ties', 'Docking & Anchoring', 'Typewriters']
Retail	Signage	['Athletics', 'Measuring Scales', 'Pet Supplies', 'Fuel Cells', 'DVI Splitters & Switches', 'Lacrosse Stick Heads', 'Camping Cookware & Dinnerware', 'Play Dough & Putty', 'Jerky Guns', 'Bitters']
Science & Laboratory	Signage	['Bicycles', 'Anti-Aging Skin Care Kits', 'Party Streamers & Curtains', 'Video Cards & Adapters', 'Pinball Machine Accessories', 'Solder & Flux', 'Printer, Copier & Fax Machine Accessories', 'Cookie Jars', 'Orchestral String Instrument Stands', 'Toy Cars']
Science & Laboratory	Work Safety Protective Gear	['Tureens', 'Basketball Training Aids', 'Driver Accessories', 'Fish Finders', 'Ski Bindings', 'Watercraft', 'Knee-Length Skirts', 'Duster Refills', 'Vehicle Battery Testers', 'Broom & Mop Handles']
Signage	Work Safety Protective Gear	['Wetsuit Pieces', 'Lacrosse Stick Parts', 'Musical Instrument Amplifier Footswitches', 'Underwear Slips', 'Overhead Projectors', 'Pasta & Noodles', 'Packing Organizers', 'Vehicle Dashboard Accessories', 'Picnic Blankets', 'Clarinet Barrels']
Cameras	Camera & Optic Accessories	['Outdoor Grill Accessories', 'Dart Shafts', 'Craft Pipe Cleaners', 'Chainsaw Chains', 'Masks', 'Jams & Jellies', 'Cycling Apparel & Accessories', 'Deburrers', 'Ice Climbing Tools', 'Table Saws']
Optics	Camera & Optic Accessories	['Outdoor Grilling Planks', 'Textiles', 'Basic Calculators', 'Rugby Balls', 'Diving Belts', 'Steamer Baskets', 'Breast Pumps', 'Clothing & Closet Storage', 'Mattocks & Pickaxes', 'Bicycle Brake Calipers']
Camera & Optic Accessories	Photography	['Video', 'Grip Spray & Chalk', 'Craft Magnets', 'Corded Phones', 'Leotards & Unitards', 'Hardware Fasteners', 'Wireless Access Points', 'Patio Heaters', 'Hair Extensions', 'Needlecraft Patterns']
Optics	Cameras	['Fan Accessories', 'Game Racing Wheels', 'Fanny Packs', 'Vehicle Wraps', 'Food Dehydrator Accessories', 'Weight Lifting Gloves & Hand Supports', 'Electronics Stickers & Decals', 'Wheatgrass', 'Cosmetic Tool Cleansers', 'Desks']
Cameras	Photography	['Tableware', 'Tampons', 'Bagels', 'Miter Saw Accessories', 'Foot Odor Removers', 'Pet Food Containers', 'Pot & Pan Lids', 'Saw Blades', 'Pillow Forms', 'Sports Toy Accessories']
Optics	Photography	['Garage Door Openers', 'Laboratory Hot Plates', 'Rounders', 'Skateboard Wheels', 'Pesticides', 'Pet Medical Collars', 'Piercing Needles', 'Overalls', 'Paint Mediums', 'Sports & Agility Cones']
Camera & Optic Accessories	Optics	['Pool Liners', 'Thermostats', 'Casters', 'Urinary Tract Infection Tests', 'Gun Cleaning Cloths & Swabs', 'American Football Uniforms', 'Eyewear Replacement Parts', 'Knitting Needles', 'Fireplace Screens', 'Altitude Training Masks']
Photography	Cameras	['Okra', 'Vehicle Engine Degreasers', 'Pet Food Scoops', 'Vehicle Emblems & Hood Ornaments', 'Cellos', 'Swim Belts', 'Surfing', 'Guitar Fittings & Parts', 'Laundry Balls', 'Network Security & Firewall Devices']
Audio	Arcade Equipment	['Salad Dressing Mixers & Shakers', 'Frame Drums', 'Baby Bathing', 'American Football Autographed Paraphernalia', 'Music Stands', 'Sheet Music Clips', 'Scrubs', 'Berries', 'Vital Signs Monitor Accessories', 'Sword Stands & Displays']
Arcade Equipment	Circuit Boards & Components	['Cufflinks', 'Pool & Spa Filters', 'Wooden & Pegged Puzzles', 'Alto & Baritone Horns', 'Address Books', 'Iromuji Kimonos', 'Bricks & Concrete Blocks', 'Windshield Repair Kits', 'Combat Knives', 'Bicycle Tire Valve Adapters']
Video Game Console Accessories	Arcade Equipment	['Event Tickets', 'Toothpaste Squeezers & Dispensers', 'Exercise Bikes', 'Live Animals', 'Garden Hoses', 'Wash Bottles', 'Fireplace & Wood Stove Accessories', 'Corn', 'Staff & Stick Weapons', 'Ski & Snowboard Goggles']
Arcade Equipment	Video Game Consoles	['Baby Transport Accessories', 'Hardhats', 'Air Quality Meters', 'Sink Accessories', 'Flashlight Accessories', 'Composting', 'Sport Safety Lights & Reflectors', 'Baby Mobile Accessories', 'Racquet Vibration Dampeners', 'Apple Butter']
Circuit Boards & Components	Audio	['Cooking Timers', 'Sunglass Lenses', 'Catchers Helmets & Masks', 'Outdoor Games', 'Magazine Racks', 'Educational Flash Cards', 'Body Fat Analyzers', 'Skin Care', 'Field Hockey & Lacrosse Pads', 'Jacks & Lift Trucks']
Communications	Audio	['Pie & Pastry Fillings', 'Ski & Snowboard Goggle Accessories', 'Carpet Steamers', 'Wallpaper Steamers', 'MIDI Controllers', 'Yoga Mat Bags & Straps', 'Cleaning Gloves', 'Speed & Agility Ladders & Hurdles', 'Vehicle Fishing Rod Racks', 'Sports & Agility Cones']
Video Game Consoles	Audio	['Frozen Drink Makers', 'Gymnastics Grips', 'Musical Instrument Amplifier Stands', 'Shoe Covers', 'Whisks', 'Chalk', 'Pet Odor & Stain Removers', 'Money Handling', 'Cardstock', 'Drug Tests']
Circuit Boards & Components	Communications	['Guitar Humidifiers', 'Bird Toys', 'Ice Cream Maker Freezer Bowls', 'Thread & Yarn Guides', 'Cocktail Shakers & Tools', 'Highlighter Refills', 'Music & Sound Recordings', 'Hoists, Cranes & Trolleys', 'Rivet Guns', 'Watercraft Storage Covers']
Circuit Boards & Components	Components	['Hunting Blinds & Screens', 'Kite Line Reels & Winders', 'Hair Styling Products', 'Tape Measures', 'Gongs', 'Wireless Presenters', 'Butterfly Feeders', 'Music & Sound Recordings', 'Softboxes', 'Decorative Bowls']
Components	Communications	['Pillboxes', 'Pet Thermometers', 'Coats & Jackets', 'Bald Caps', 'Hammock Parts & Accessories', 'Tool Stands', 'Rivet Pliers', 'Office Chairs', 'Fishing Reels', 'Siding']
Computers	Communications	['Guitar Humidifiers', 'Push & Pedal Riding Vehicles', 'Wristbands', 'Kayak Accessories', 'Toothbrush Replacement Heads', 'Air Purifier Filters', 'Saxophone Cases & Gigbags', 'Dishwasher Cleaners', 'Prepared Foods', 'Swing Set & Playset Accessories']
Computers	Components	['Hotel & Hospitality', 'Bicycle Rim Strips', 'Suitcases', 'Sound Dampening Panels & Foam', 'Ocarinas', 'Garden Arches, Trellises, Arbors & Pergolas', 'Baby & Toddler Belts', 'Industrial Vibrators', 'Watercraft Storage Covers', 'Softball Bats']
Components	Electronics Accessories	['Lacrosse Mesh & String', 'Clay', 'Throwing Darts', 'Cookware', 'Sugar Caddies', 'Surgical Gowns', 'Baby Formula', 'Dice Sets & Games', 'Team Handball', 'Manicure Tool Sets']
Electronics Accessories	Computers	['Baseball & Softball Chest Protectors', 'Hot & Cold Therapies', 'Snow Blowers', 'Coffee Decanters', 'Dog Apparel', 'Shower Caps', 'PAP Masks', 'Pacifiers & Teethers', 'Motor Boats', 'Saxophone Mouthpieces']
GPS Accessories	Computers	['Lawn Mower Blades', 'Vehicle Paint', 'Moving & Shipping Boxes', 'Golf Bag Covers & Cases', 'Rash Guards & Swim Shirts', 'Kiteboard Cases', 'Swaddling & Receiving Blankets', 'Power Inverters', 'Geiger Counters', 'Sleeping Bags']
GPS Accessories	Electronics Accessories	['Hedge Trimmer Accessories', 'Vaulting Horses', 'Plumbing', 'Book Carts', 'Mustard', 'Bassoon Reeds', 'Tortilla & Flatbread Makers', 'Slipper Chairs', 'Shoe Accessories', 'Herbicides']
GPS Navigation Systems	Electronics Accessories	['Asparagus', 'Spotting Scopes', 'Guitar Cases & Gig Bags', 'Craft Foil', 'Soldering Iron Stands', 'Jewelry Steam Cleaners', 'Disease Control', 'Security Safe Accessories', 'Dancing', 'Model Trains & Train Sets']
GPS Accessories	GPS Navigation Systems	['Mattress Foundations', 'Hook and Loop Fasteners', 'Snoring & Sleep Apnea Aids', 'Clothing', 'Lancing Devices', 'Babacos', 'Ball Pit Accessories', 'Rocking Chairs', 'Eyeliner', 'Spinning Wheels']
GPS Tracking Devices	GPS Accessories	['Air Conditioners', 'Bra Strap Pads', 'Metal Detectors', 'Mining & Quarrying', 'Pasta Maker Accessories', 'Vintage Advertisements', 'Windshield Repair Kits', 'Art & Craft Paper', 'Dessert Toppings', 'Response Cards']
GPS Tracking Devices	GPS Navigation Systems	['Laundry Appliance Accessories', 'Skorts', 'Broiling Pans', 'Cat Supplies', 'Microscope Accessories', 'Nail Drill Accessories', 'Horse Care', 'Dyed Kerosene', 'Soccer Uniforms', 'Horse Halters']
GPS Navigation Systems	Marine Electronics	['Pet Training Aids', 'Sewing Baskets & Kits', 'Ballet Barres', 'Vehicle Seat Belt Covers', 'Thermocouples & Thermopiles', 'Kitesurfing & Windsurfing Harnesses', 'Dust Masks', 'Lawn Ornaments & Garden Sculptures', 'Hand Percussion Stands & Mounts', 'Digital Signs']
GPS Tracking Devices	Marine Electronics	['Outdoor Seating', 'Room Dividers', 'Paddle Ball Sets', 'Axe Heads', 'Track Starting Blocks', 'Bumper Stickers', 'Watercress', 'Weighted Clothing', 'Party Games', 'Sports & Agility Cones']
Networking	GPS Tracking Devices	['Safety Gloves', 'Pallets & Loading Platforms', 'Bassoon Stands', 'Stencils & Die Cuts', 'Feminine Pads & Protectors', 'Snow Shovels', 'Sandwich Makers', 'Soccer Shin Guards', 'Step Stools', 'Javelins']
Networking	Marine Electronics	['Lawn Mower Belts', 'Necklaces', 'Corsages & Boutonnières', 'Boxing & Martial Arts Training Equipment', 'Cricket Uniforms', 'Frames, Hoops & Stretchers', 'Magnet Toys', 'Rain Barrels', 'Makeup Removers', 'Body Powder']
Marine Electronics	Print, Copy, Scan & Fax	['Art & Drafting Tables', 'Laboratory Ovens', 'Liquid Hand Soap', 'Paper Joggers', 'Breath Spray', 'Gun Grips', 'Skateboarding Gloves', 'Art & Drawing Toys', 'Deck Shuffleboard Pucks', 'Lip Primer']
Print, Copy, Scan & Fax	Networking	['Electric Kettle Accessories', 'Vehicle Air Fresheners', 'Craft Decoration Makers', 'Motor Vehicle Controls', 'Canopies & Gazebos', 'Changing Tables', 'Breadsticks', 'Eye Shadow', 'Cricket Protective Gear', 'Clarinet Swabs']
Networking	Radar Detectors	['Sofa Tables', 'Telescopes', 'Cat Furniture', 'Quickdraws', 'Pool Cleaners & Chemicals', 'Casserole Dishes', 'Lens Bags', 'Roofing', 'Play Tents & Tunnels', 'Aquarium Stands']
Print, Copy, Scan & Fax	Radar Detectors	['Desk & Pedestal Fans', 'Hair Curlers', 'Protractors', 'Lacrosse Balls', 'Origami Paper', 'Seismometer', 'Safety Gloves', 'Paintball & Airsoft', 'Orchestral String Instrument Pickups', 'Ice Pops']
Speed Radars	Print, Copy, Scan & Fax	['Battle Top Accessories', 'Tennis Ball Savers', 'Studio Lights & Flashes', 'Curtain Holdbacks & Tassels', 'Laminating Film, Pouches & Sheets', 'Bicycle Hub Parts', 'Toddler Underwear', 'Cash Registers', 'Punching & Training Bag Accessories', 'Video Game Software']
Radar Detectors	Speed Radars	['Track Lighting Fixtures', 'Backrest Pillows', 'Alto & Baritone Horns', 'Landscape Fabric Accessories', 'Pommel Horses', 'Watercraft Pistons & Parts', 'Plate & Dish Warmers', 'Bicycle Cages', 'Tapioca Pearls', 'Axe Accessories']
Radar Detectors	Toll Collection Devices	['Pruning Shears', 'Voltage Transformers & Regulators', 'Chaises', 'Underwear Slips', 'Pet Heating Pad Accessories', 'Curtain Holdbacks & Tassels', 'Vehicle Steering Wheel Covers', 'Eye Wash Supplies', 'Airbrushes', 'Safety Gloves']
Toll Collection Devices	Speed Radars	['Wall & Ceiling Tile', 'Water Dispensing & Filtration', 'Interfacing', 'Tennis Balls', 'Moving & Shipping Boxes', 'Food Smokers', 'Kiteboard Cases', 'Dry Ice Makers', 'Diving & Snorkeling Masks', 'Mangoes']
